Order_ID,Order_Date,Ship_Date,Customer_ID,Segment,City,State,Product_Category,Product_SubCategory,Quantity,Unit_Price,Discount,Shipping_Mode,Profit_Margin
ORD1353,2023-03-01,2023-11-19,CUST17,Corporate,Delhi,Karnataka,Office Supplies,Laptops,6,282.5558330726286,0.2,Same Day,0.4780202213578414
ORD1354,2023-01-26,2023-03-25,CUST12,Corporate,Bangalore,Delhi,Furniture,Binders,1,211.5913565626281,0.0,Express,0.31928150911686065
ORD1355,2023-08-23,2023-03-19,CUST116,Corporate,Delhi,Karnataka,Furniture,Paper,7,474.38907396308963,0.05,Standard,0.48127101530525573
ORD1356,2023-01-10,2023-08-12,CUST24,Consumer,Mumbai,Karnataka,Technology,Binders,3,71.92136955403251,0.15,Standard,0.17211605224625626
ORD1357,2023-08-02,2023-05-31,CUST29,home office,Bangalore,Maharashtra,Office Supplies,Binders,13,487.1091460765974,0.0, First Class,0.38965439153305326
ORD1358,2023-12-10,2023-11-03,CUST122,Consumer,Hyderabad,Karnataka,Technology,Laptops,13,123.01293370498934,0.2,Same Day,0.42489581544349886
ORD1359,2023-07-30,2023-11-25,CUST90,Corporate,Chennai,Tamil Nadu,Furniture,Binders,13,388.70822882710803,0.2, First Class,0.3716515325339448
ORD1360,2023-05-22,2023-05-09,CUST65,Consumer,Chennai,Telangana,Furniture,Tables,6,176.0952638246825,0.15,Express,0.34276891209061616
ORD1361,2023-08-23,2023-03-28,CUST84,Home Office,Delhi,Maharashtra,Technology,Binders,8,80.10988375448382,0.0,Same Day,0.3259251124344729
ORD1362,2023-06-17,2023-10-12,CUST119,Consumer,Bangalore,Telangana,Furniture,Tables,7,430.36570077065755,0.1,Express,0.44437219303147846
ORD1363,2023-07-19,2023-04-11,CUST16,Home Office,Hyderabad,Telangana,Furniture,Laptops,10,161.34184062586698,0.15, First Class,0.4286586388658
ORD1364,2023-12-10,2023-10-28,CUST104,home office,Bangalore,Delhi,Technology,Paper,6,332.8391480711527,0.2, First Class,0.14891548847223982
ORD1365,2023-05-21,2023-06-04,CUST92,Consumer,Chennai,Delhi,Furniture,Phones,9,287.557405692447,0.05,Standard,0.43943506281235123
ORD1366,2023-12-17,2023-09-01,CUST27,Corporate,Bangalore,Maharashtra,Office Supplies,Tables,9,241.1605916015284,0.0,Same Day,0.265627447776177
ORD1367,2023-11-27,2023-02-04,CUST134,Home Office,Hyderabad,Delhi,Technology,Paper,1,252.95154159778414,0.1,Same Day,0.20147873199832433
ORD1368,2023-03-13,2023-08-16,CUST135,Consumer,Delhi,Delhi,Office Supplies,Paper,1,368.7965779052209,0.05,Standard,0.4479074272055704
ORD1369,2023-01-26,2023-06-14,CUST33,Home Office,Mumbai,Delhi,Furniture,Tables,1,53.00872792048588,0.0,Same Day,0.2728099198534967
ORD1370,2023-02-06,2023-08-03,CUST55,Corporate,Bangalore,Telangana,Furniture,Laptops,8,337.40852435937353,0.15,Express,0.4233458760707267
ORD1371,2023-01-07,2023-03-03,CUST7,consumer,Mumbai,Maharashtra,Technology,Chairs,12,448.94792968530356,0.15,Express,0.2053614447823378
ORD1372,2023-02-04,2023-09-26,CUST57,Consumer,Chennai,Telangana,Furniture,Paper,13,38.31621653973343,0.0, First Class,0.10157172856888713
ORD1373,2023-09-07,2023-11-11,CUST126,Consumer,Delhi,Tamil Nadu,Technology,Paper,14,78.9201362244967,0.1,Express,0.2981836771611778
ORD1374,2023-01-26,2023-03-21,CUST12,Corporate,Delhi,Telangana,Technology,Laptops,12,361.1496489839954,0.0,Same Day,0.14009130265715372
ORD1375,2023-04-27,2023-02-04,CUST16,Home Office,Bangalore,Tamil Nadu,Technology,Laptops,14,224.26800763986262,0.05,Standard,0.40175038220996384
ORD1376,2023-11-05,2023-01-09,CUST43,Consumer,Delhi,Karnataka,Technology,Binders,10,207.7388241987073,0.05, First Class,0.21043005442776416
ORD1377,2023-01-09,2023-08-23,CUST117,Home Office,Bangalore,Karnataka,Technology,Laptops,7,77.11365092667558,0.15,Standard,0.2774582586413915
ORD1378,2023-10-25,2023-08-10,CUST135,home office,Bangalore,Tamil Nadu,Office Supplies,Paper,3,258.3173199517162,0.0, First Class,0.13481342603662172
ORD1379,2023-04-13,2023-07-19,CUST111,Corporate,Mumbai,Tamil Nadu,Technology,Tables,13,72.00720248622486,0.15, First Class,0.21466369937890106
ORD1380,2023-02-13,2023-03-26,CUST51,Consumer,Delhi,Telangana,Office Supplies,Chairs,2,243.5440235921648,0.1,Standard,0.41259609730342883
ORD1381,2023-09-12,2023-05-23,CUST75,Home Office,Bangalore,Tamil Nadu,Furniture,Binders,4,384.17149649121177,0.05,Express,0.1606351647609278
ORD1382,2023-08-18,2023-08-05,CUST8,Consumer,Mumbai,Maharashtra,Technology,Tables,3,136.54953536471012,0.2,Express,0.358863824450783
ORD1383,2023-11-17,2023-07-01,CUST45,Consumer,Hyderabad,Karnataka,Furniture,Chairs,7,245.5852224080664,0.2,Express,0.46697034112180047
ORD1384,2023-09-26,2023-12-27,CUST59,,Mumbai,Karnataka,Technology,Chairs,10,496.0878250044495,0.0,Express,0.37193470390308814
ORD1385,2023-10-21,2023-02-19,CUST132,consumer,Mumbai,Tamil Nadu,Office Supplies,Chairs,8,346.45870744347826,0.0,Standard,0.4244086757168908
ORD1386,2023-04-13,2023-09-11,CUST104,Consumer,Bangalore,Delhi,Office Supplies,Phones,6,422.2648179395473,0.2,Same Day,0.14358865172156632
ORD1387,2023-03-06,2023-05-28,CUST98,Home Office,Chennai,Delhi,Office Supplies,Tables,3,213.2753272146674,0.0, First Class,0.2002927304008218
ORD1388,2023-10-01,2023-06-06,CUST79,Corporate,Chennai,Tamil Nadu,Furniture,Binders,6,386.2518523316691,0.05,Standard,0.45781554089623644
ORD1389,2023-10-22,2023-09-19,CUST124,Consumer,Chennai,Maharashtra,Technology,Binders,2,29.8494947412477,0.1,Express,0.38604224544723575
ORD1390,2023-12-28,2023-09-10,CUST4,Home Office,Mumbai,Delhi,Furniture,Chairs,12,70.22647944570004,0.1,Express,0.35582153055092447
ORD1391,2023-05-31,2023-12-28,CUST90,Corporate,Bangalore,Tamil Nadu,Office Supplies,Tables,7,109.50459053083044,0.15,Standard,0.36550669444868
ORD1392,2023-05-16,2023-02-16,CUST104,corporate,Delhi,Maharashtra,Furniture,Phones,14,206.95644306145758,0.05, First Class,0.26568022172185735
ORD1393,2023-10-11,2023-02-08,CUST137,Home Office,Mumbai,Maharashtra,Office Supplies,Chairs,11,424.41499037962393,0.0,Standard,0.1178226526470613
ORD1394,2023-05-05,2023-09-22,CUST119,Home Office,Mumbai,Telangana,Office Supplies,Laptops,10,179.67036488608593,0.0,Standard,0.4137766168282916
ORD1395,2023-12-06,2023-07-31,CUST133,Home Office,Bangalore,Maharashtra,Office Supplies,Binders,14,330.7643848225768,0.15,Same Day,0.37148529448614154
ORD1396,2023-11-10,2023-04-11,CUST56,Home Office,Hyderabad,Delhi,Technology,Paper,7,357.56400445370684,0.15,Standard,0.2891217856450899
ORD1397,2023-06-06,2023-01-29,CUST96,Home Office,Mumbai,Delhi,Technology,Chairs,4,297.2293535032873,0.0,Same Day,0.45990384614730295
ORD1398,2023-10-02,2023-02-01,CUST75,Consumer,Hyderabad,Tamil Nadu,Office Supplies,Laptops,13,185.04856440336675,0.0, First Class,0.23446386599403957
ORD1399,2023-10-03,2023-11-23,CUST143,consumer,Hyderabad,Tamil Nadu,Furniture,Binders,8,292.7561374396367,0.05,Standard,0.21772869769249437
ORD1400,2023-02-07,2023-03-12,CUST32,Corporate,Chennai,Maharashtra,Furniture,Phones,4,177.71014046697564,0.15,Standard,0.44911853003177715
ORD1401,2023-11-26,2023-04-29,CUST28,Consumer,Bangalore,Karnataka,Technology,Tables,7,51.09813189048592,0.05,Express,0.41879506190359417
ORD1402,2023-07-04,2023-03-24,CUST22,Consumer,Hyderabad,Telangana,Office Supplies,Binders,4,496.47394931114707,0.0,Standard,0.3059919242593379
ORD1403,2023-10-29,2023-05-10,CUST17,Consumer,Bangalore,Karnataka,Furniture,Tables,13,72.31940227993034,0.2,Express,0.15229389578314
ORD1404,2023-04-27,2023-01-26,CUST59,Home Office,Chennai,Maharashtra,Office Supplies,Tables,12,45.450708079668104,0.2,Express,0.186028588586021
ORD1405,2023-11-23,2023-07-09,CUST90,Corporate,Bangalore,Maharashtra,Furniture,Phones,5,440.4800671115064,0.0,Express,0.36249119616352266
ORD1406,2023-05-23,2023-01-25,CUST106,corporate,Mumbai,Karnataka,Technology,Phones,7,157.8989838375186,0.15, First Class,0.25401649513616464
ORD1407,2023-01-04,2023-10-20,CUST26,Corporate,Hyderabad,Telangana,Office Supplies,Chairs,13,328.64551729601874,0.2,Same Day,0.43458927666638847
ORD1408,2023-11-27,2023-03-27,CUST25,Corporate,Bangalore,Karnataka,Office Supplies,Chairs,14,171.2128075344941,0.15,Express,0.4799820037328817
ORD1409,2023-02-03,2023-07-17,CUST138,Consumer,Delhi,Tamil Nadu,Furniture,Binders,14,201.81259268929085,0.2,Standard,0.42225477010996737
ORD1410,2023-04-27,2023-11-18,CUST45,Consumer,Bangalore,Delhi,Furniture,Phones,13,138.43535628823028,0.15,Standard,0.25101816919822284
ORD1411,2023-12-13,2023-08-26,CUST83,Home Office,Hyderabad,Tamil Nadu,Furniture,Laptops,10,178.091562838575,0.2,Express,0.4154745716925696
ORD1412,2023-12-13,2023-07-14,CUST11,Corporate,Chennai,Delhi,Office Supplies,Binders,3,211.24319628740614,0.15,Express,0.24057666938827338
ORD1413,2023-07-29,2023-04-29,CUST104,consumer,Chennai,Maharashtra,Technology,Paper,10,363.003873855248,0.05,Standard,0.16684003510625356
ORD1414,2023-08-19,2023-05-02,CUST68,Consumer,Hyderabad,Telangana,Technology,Tables,5,260.65273517504795,0.15,Express,0.11335728194634297
ORD1415,2023-06-13,2023-09-02,CUST95,Home Office,Mumbai,Karnataka,Furniture,Tables,11,472.3469564069187,0.05,Same Day,0.254286685104408
ORD1416,2023-04-18,2023-12-29,CUST65,Home Office,Mumbai,Telangana,Technology,Chairs,14,30.521392980999998,0.05,Same Day,0.46142372147891275
ORD1417,2023-04-30,2023-08-30,CUST49,Home Office,Chennai,Karnataka,Furniture,Laptops,3,256.5034780896938,0.0, First Class,0.1955946351022706
ORD1418,2023-09-03,2023-07-23,CUST52,Consumer,Chennai,Tamil Nadu,Technology,Phones,5,296.2701465275419,0.05,Express,0.18260526597191362
ORD1419,2023-10-02,2023-09-24,CUST102,Consumer,Hyderabad,Tamil Nadu,Office Supplies,Phones,14,460.8965231763942,0.1, First Class,0.4879283140964161
ORD1420,2023-10-16,2023-06-19,CUST57,home office,Mumbai,Karnataka,Furniture,Chairs,3,34.08767657449952,0.05, First Class,0.11000164514023686
ORD1421,2023-10-16,2023-01-22,CUST47,Corporate,Chennai,Telangana,Technology,Paper,11,291.01479661825584,0.15, First Class,0.4143128601575018
ORD1422,2023-02-03,2023-07-25,CUST26,Home Office,Mumbai,Karnataka,Office Supplies,Binders,10,428.27866497869894,0.05,Express,0.22854798229634815
ORD1423,2023-06-30,2023-12-16,CUST114,Home Office,Chennai,Maharashtra,Technology,Binders,11,128.54458677842592,0.15, First Class,0.11499518274786374
ORD1424,2023-01-22,2023-03-05,CUST5,Home Office,Bangalore,Tamil Nadu,Office Supplies,Laptops,7,439.38325077672937,0.15,Same Day,0.4671210160838335
ORD1425,2023-07-20,2023-09-09,CUST84,Home Office,Delhi,Maharashtra,Office Supplies,Chairs,13,19.331270544402994,0.1, First Class,0.15585693208383344
ORD1426,2023-06-11,2023-03-15,CUST52,Consumer,Bangalore,Tamil Nadu,Technology,Chairs,1,368.90276827552754,0.05,Same Day,0.32071171349027816
ORD1427,2023-11-21,2023-07-15,CUST105,corporate,Chennai,Tamil Nadu,Technology,Paper,9,467.22547837264,0.05,Same Day,0.20962168297181913
ORD1428,2023-05-09,2023-02-05,CUST54,Home Office,Delhi,Delhi,Office Supplies,Binders,9,332.0268542036305,0.2,Express,0.12607712087387643
ORD1429,2023-02-12,2023-06-14,CUST15,Corporate,Delhi,Maharashtra,Office Supplies,Chairs,5,225.1243295504195,0.2, First Class,0.11996899426535164
ORD1430,2023-02-22,2023-10-03,CUST61,Corporate,Chennai,Maharashtra,Office Supplies,Phones,9,31.991698071631834,0.0,Express,0.14622267953453552
ORD1431,2023-10-05,2023-05-07,CUST122,Corporate,Chennai,Delhi,Furniture,Laptops,10,460.8557685280881,0.15,Same Day,0.12854680555575204
ORD1432,2023-08-14,2023-08-31,CUST21,Home Office,Mumbai,Telangana,Office Supplies,Binders,13,240.44514911887165,0.1,Standard,0.40422324620796923
ORD1433,2023-02-06,2023-10-18,CUST46,Consumer,Chennai,Maharashtra,Furniture,Paper,6,24.208404724614525,0.2, First Class,0.29422648091337167
ORD1434,2023-01-31,2023-12-05,CUST134,home office,Hyderabad,Karnataka,Office Supplies,Laptops,5,348.0123249510933,0.05,Express,0.23715683653959188
ORD1435,2023-09-13,2023-03-27,CUST38,Corporate,Chennai,Delhi,Furniture,Tables,13,246.1002542523665,0.0,Standard,0.2673475640528029
ORD1436,2023-01-27,2023-05-26,CUST62,Corporate,Hyderabad,Maharashtra,Office Supplies,Phones,3,70.92920554678125,0.1, First Class,0.4715786942290493
ORD1437,2023-10-27,2023-02-25,CUST86,Consumer,Chennai,Telangana,Office Supplies,Paper,11,114.99318656202719,0.05, First Class,0.4643007250952589
ORD1438,2023-09-15,2023-12-29,CUST78,Home Office,Mumbai,Maharashtra,Office Supplies,Laptops,11,41.60043342336468,0.05,Express,0.3862705920490308
ORD1439,2023-01-30,2023-12-05,CUST46,Corporate,Hyderabad,Tamil Nadu,Technology,Chairs,8,291.403834457201,0.15,Standard,0.4538729509686751
ORD1440,2023-01-31,2023-07-17,CUST141,Consumer,Bangalore,Karnataka,Technology,Tables,4,314.79444483348453,0.15,Express,0.2278592110350499
ORD1441,2023-12-27,2023-11-04,CUST3,corporate,Hyderabad,Delhi,Office Supplies,Paper,10,257.81372619416777,0.2, First Class,0.25244373040331314
ORD1442,2023-05-17,2023-07-10,CUST6,Consumer,Mumbai,Tamil Nadu,Furniture,Chairs,13,410.3800451712813,0.2, First Class,0.34548487274169126
ORD1443,2023-05-16,2023-08-16,CUST93,Consumer,Hyderabad,Telangana,Furniture,Phones,13,431.89432244092666,0.05,Same Day,0.3494503789189057
ORD1444,2023-10-24,2023-02-02,CUST8,Home Office,Chennai,Tamil Nadu,Office Supplies,Tables,3,311.65595437473206,0.05, First Class,0.2926799352049364
ORD1445,2023-12-12,2023-10-03,CUST108,Corporate,Chennai,Tamil Nadu,Technology,Binders,13,16.25067505664097,0.2, First Class,0.2602631393751813
ORD1446,2023-12-26,2023-02-16,CUST75,Home Office,Mumbai,Telangana,Furniture,Chairs,6,350.66253131639047,0.2,Standard,0.4944721246434781
ORD1447,2023-10-02,2023-10-29,CUST77,Corporate,Delhi,Tamil Nadu,Technology,Laptops,8,214.81961629097228,0.05,Standard,0.4284494504470898
ORD1448,2023-05-18,2023-10-13,CUST50,home office,Chennai,Delhi,Furniture,Paper,13,287.12316678092964,0.1,Same Day,0.27399207915521806
ORD1449,2023-01-31,2023-09-16,CUST11,Corporate,Bangalore,Maharashtra,Office Supplies,Tables,9,328.04949498925333,0.05,Same Day,0.39091699089582743
ORD1450,2023-10-11,2023-01-14,CUST95,Home Office,Mumbai,Tamil Nadu,Technology,Chairs,14,181.6159410202676,0.1,Same Day,0.2078246773009838
ORD1451,2023-07-23,2023-04-21,CUST70,Consumer,Hyderabad,Delhi,Furniture,Binders,6,459.3782675341792,0.1,Express,0.14006773049493196
ORD1452,2023-06-04,2023-04-07,CUST16,Corporate,Hyderabad,Maharashtra,Office Supplies,Paper,5,75.6476847073928,0.05,Express,0.24097241022109628
ORD1453,2023-11-27,2023-05-12,CUST68,Corporate,Bangalore,Maharashtra,Office Supplies,Paper,12,339.0407855677083,0.0,Same Day,0.2611891200493577
ORD1454,2023-02-10,2023-02-01,CUST99,Consumer,Chennai,Tamil Nadu,Office Supplies,Chairs,11,12.13619417872441,0.2,Express,0.10661484982426833
ORD1455,2023-06-29,2023-12-08,CUST48,home office,Mumbai,Delhi,Technology,Binders,2,463.0790416485386,0.15, First Class,0.42591680065435844
ORD1456,2023-01-05,2023-07-22,CUST64,Corporate,Bangalore,Tamil Nadu,Technology,Phones,2,65.12702528666483,0.05,Same Day,0.2436773609556726
ORD1457,2023-06-21,2023-04-22,CUST90,Corporate,Chennai,Telangana,Office Supplies,Phones,9,56.49327277231157,0.1,Same Day,0.33216726631205884
ORD1458,2023-01-21,2023-05-25,CUST76,Home Office,Mumbai,Maharashtra,Technology,Tables,2,173.17374019559966,0.05,Express,0.1295852749083824
ORD1459,2023-02-13,2023-06-13,CUST139,Consumer,Hyderabad,Tamil Nadu,Furniture,Chairs,2,193.0474801591495,0.2,Standard,0.1699987315002336
ORD1460,2023-02-12,2023-08-08,CUST101,Home Office,Mumbai,Maharashtra,Office Supplies,Tables,3,115.00703543821052,0.1,Same Day,
ORD1461,2023-08-25,2023-07-08,CUST89,Home Office,Delhi,Delhi,Office Supplies,Phones,3,296.7096138542911,0.15,Express,0.3434750111531203
ORD1462,2023-09-30,2023-12-02,CUST18,home office,Mumbai,Karnataka,Technology,Paper,4,227.02790804056215,0.15,Express,0.48011362006819425
ORD1463,2023-08-01,2023-07-01,CUST19,Corporate,Delhi,Tamil Nadu,Office Supplies,Tables,7,26.746038630132833,0.15,Standard,0.49950001375652675
ORD1464,2023-12-18,2023-12-29,CUST55,Consumer,Mumbai,Tamil Nadu,Furniture,Binders,9,166.6295105050973,0.0,Same Day,0.24874404613323775
ORD1465,2023-05-17,2023-11-07,CUST102,Consumer,Delhi,Maharashtra,Technology,Laptops,2,407.11212765085355,0.1,Standard,0.21952122563330986
ORD1466,2023-04-15,2023-03-18,CUST118,Home Office,Hyderabad,Delhi,Technology,Phones,4,347.9537520823156,0.1, First Class,0.4433424220636387
ORD1467,2023-11-14,2023-12-06,CUST134,Corporate,Chennai,Telangana,Office Supplies,Phones,9,365.1867182541414,0.0,Standard,0.4994445708149817
ORD1468,2023-03-23,2023-02-12,CUST4,Home Office,Delhi,Delhi,Office Supplies,Binders,14,352.07729280092656,0.1,Standard,0.351856493692983
ORD1469,2023-12-18,2023-10-26,CUST108,corporate,Delhi,Tamil Nadu,Office Supplies,Tables,2,162.3767804776863,0.0,Express,0.418056289004609
ORD1470,2023-01-05,2023-05-19,CUST115,Corporate,Hyderabad,Telangana,Technology,Chairs,10,58.83532181762018,0.05,Standard,0.4126983435261098
ORD1471,2023-12-21,2023-11-17,CUST29,Corporate,Delhi,Delhi,Office Supplies,Paper,11,143.50892017621703,0.2, First Class,0.2421358832878188
ORD1472,2023-01-16,2023-11-13,CUST59,Corporate,Bangalore,Karnataka,Furniture,Laptops,13,417.57479709072805,0.15,Express,0.3297081521028349
ORD1473,2023-11-22,2023-10-22,CUST125,Consumer,Hyderabad,Maharashtra,Office Supplies,Chairs,1,490.43069091370484,0.0, First Class,0.4332227765056854
ORD1474,2023-07-12,2023-10-16,CUST98,Corporate,Bangalore,Delhi,Office Supplies,Chairs,10,251.98503722336505,0.0,Standard,0.3752455505044222
ORD1475,2023-12-29,2023-04-22,CUST17,Corporate,Hyderabad,Delhi,Technology,Binders,8,14.753173912290688,0.0, First Class,0.1084655255928153
ORD1476,2023-01-27,2023-01-30,CUST107,home office,Delhi,Karnataka,Office Supplies,Tables,9,78.62195794577222,0.05, First Class,0.23468226755901342
ORD1477,2023-07-22,2023-05-28,CUST43,Home Office,Bangalore,Tamil Nadu,Technology,Phones,7,167.81948190497022,0.0,Standard,0.15779027863784215
ORD1478,2023-12-20,2023-03-05,CUST80,Consumer,Delhi,Maharashtra,Office Supplies,Phones,8,293.5068208105454,0.2,Standard,0.19318888483121566
ORD1479,2023-07-10,2023-09-11,CUST8,Home Office,Hyderabad,Delhi,Furniture,Binders,4,46.795886444603845,0.2,Express,0.4621957909965303
ORD1480,2023-08-18,2023-05-07,CUST141,Corporate,Delhi,Telangana,Furniture,Tables,4,472.245076367842,0.15,Express,0.11475731556430727
ORD1481,2023-09-11,2023-12-23,CUST106,Home Office,Bangalore,Delhi,Technology,Binders,13,188.89099990935637,0.05,Same Day,0.18792028478476952
ORD1482,2023-06-15,2023-08-22,CUST8,Consumer,Bangalore,Maharashtra,Technology,Phones,2,457.1662667831633,0.2,Express,0.2238277408952926
ORD1483,2023-08-18,2023-10-28,CUST96,home office,Delhi,Delhi,Office Supplies,Chairs,8,392.45568335094066,0.1,Standard,0.3467536287865579
ORD1484,2023-08-02,2023-02-18,CUST94,Home Office,Mumbai,Karnataka,Office Supplies,Paper,11,380.1642635326348,0.1, First Class,0.3136406760343462
ORD1485,2023-11-25,2023-11-11,CUST65,Consumer,Hyderabad,Delhi,Furniture,Tables,2,307.2925940932937,0.1, First Class,0.18730779314135446
ORD1486,2023-01-17,2023-12-03,CUST39,Consumer,Hyderabad,Delhi,Office Supplies,Laptops,9,317.12407035540383,0.0,Express,0.16569642688926178
ORD1487,2023-04-13,2023-06-27,CUST81,Corporate,Delhi,Telangana,Furniture,Laptops,14,322.6215852559616,0.0,Express,0.19471921383844754
ORD1488,2023-12-13,2023-08-10,CUST84,Home Office,Mumbai,Karnataka,Technology,Chairs,4,318.07347964253523,0.1,Standard,0.3010118506806623
ORD1489,2023-11-21,2023-10-07,CUST88,Corporate,Bangalore,Karnataka,Office Supplies,Binders,1,281.326833385197,0.15, First Class,0.2084711142844814
ORD1490,2023-06-16,2023-03-05,CUST86,home office,Chennai,Delhi,Technology,Binders,13,493.34286905661554,0.15,Same Day,0.47904100064308885
ORD1491,2023-08-15,2023-07-03,CUST93,Home Office,Chennai,Telangana,Office Supplies,Phones,4,368.82237803859107,0.0,Same Day,0.28554608857153907
ORD1492,2023-04-12,2023-05-26,CUST86,Corporate,Delhi,Delhi,Furniture,Chairs,3,390.7037303123354,0.1,Express,0.12351840661785483
ORD1493,2023-03-10,2023-02-23,CUST44,Home Office,Mumbai,Delhi,Technology,Phones,12,437.50677939100035,0.15,Same Day,0.3917065623346534
ORD1494,2023-06-19,2023-05-15,CUST137,Home Office,Mumbai,Maharashtra,Technology,Phones,6,115.66348373566609,0.0,Standard,0.23153811528359586
ORD1495,2023-05-09,2023-01-25,CUST74,Home Office,Hyderabad,Maharashtra,Office Supplies,Laptops,7,51.06403795657978,0.1,Same Day,0.36139557282329904
ORD1496,2023-08-02,2023-01-10,CUST36,Consumer,Bangalore,Telangana,Technology,Phones,8,246.61827393331333,0.05,Express,0.2118377482092928
ORD1497,2023-01-29,2023-02-19,CUST101,corporate,Mumbai,Tamil Nadu,Furniture,Phones,2,261.89954085344385,0.1,Standard,0.328297496693328
ORD1498,2023-12-22,2023-12-18,CUST104,Consumer,Chennai,Maharashtra,Technology,Laptops,6,416.2990721754597,0.1, First Class,0.4088610019229859
ORD1499,2023-12-26,2023-07-20,CUST66,Corporate,Bangalore,Tamil Nadu,Technology,Binders,6,,0.2,Standard,0.47120349670982165
ORD1500,2023-09-12,2023-12-19,CUST55,Corporate,Bangalore,Karnataka,Office Supplies,Tables,10,289.7179825167132,0.2,Express,0.20445085777323083
ORD1501,2023-07-15,2023-06-07,CUST91,Home Office,Delhi,Maharashtra,Technology,Paper,12,268.26475987159455,0.05,Express,0.2339427803995925
ORD1502,2023-04-23,2023-04-24,CUST22,Corporate,Mumbai,Maharashtra,Office Supplies,Phones,5,28.71936404112162,0.05,Same Day,0.2857065681143759
ORD1503,2023-10-25,2023-07-04,CUST101,Consumer,Delhi,Telangana,Office Supplies,Tables,10,311.45529933248787,0.1,Same Day,0.47086993509439556
ORD1504,2023-09-07,2023-06-10,CUST121,consumer,Mumbai,Tamil Nadu,Technology,Laptops,10,415.7412100293836,0.15, First Class,0.4605547427242629
ORD1505,2023-03-01,2023-02-08,CUST93,Consumer,Hyderabad,Maharashtra,Furniture,Tables,7,,0.05, First Class,0.13595131204025523
ORD1506,2023-11-29,2023-08-22,CUST108,Corporate,Delhi,Maharashtra,Office Supplies,Paper,3,301.22254962403196,0.1,Express,0.15277193030152436
ORD1507,2023-10-28,2023-03-20,CUST141,Consumer,Delhi,Telangana,Technology,Tables,4,300.869166778743,0.0,Express,0.2982036709322553
ORD1508,2023-12-13,2023-08-15,CUST10,Corporate,Chennai,Telangana,Office Supplies,Tables,10,90.45063238761578,0.2,Express,0.1426477091221694
ORD1509,2023-09-22,2023-08-26,CUST9,Consumer,Delhi,Tamil Nadu,Furniture,Tables,13,70.49715112806065,0.15, First Class,0.238232349339479
ORD1510,2023-08-12,2023-02-25,CUST34,Consumer,Mumbai,Karnataka,Furniture,Tables,9,490.2254520584776,0.1,Express,0.15935415128699107
ORD1511,2023-06-02,2023-01-23,CUST129,corporate,Chennai,Karnataka,Office Supplies,Chairs,4,202.9223931299884,0.0, First Class,0.3544161420527544
ORD1512,2023-12-07,2023-10-12,CUST89,Consumer,Delhi,Delhi,Furniture,Phones,3,121.43664707452935,0.2,Express,0.4797981726956647
ORD1513,2023-11-13,2023-06-17,CUST93,Home Office,Delhi,Maharashtra,Technology,Laptops,14,93.94902678264373,0.0,Standard,0.4986935081177526
ORD1514,2023-01-17,2023-01-22,CUST71,Corporate,Hyderabad,Tamil Nadu,Technology,Paper,2,337.1248396557852,0.1,Standard,0.25009645299876593
ORD1515,2023-01-10,2023-12-30,CUST67,Corporate,Delhi,Maharashtra,Office Supplies,Laptops,5,308.6281956903666,0.05,Express,0.3396050548458449
ORD1516,2023-05-18,2023-01-22,CUST148,Corporate,Bangalore,Tamil Nadu,Furniture,Chairs,4,325.34054026383455,0.2,Standard,0.4425070614096326
ORD1517,2023-10-23,2023-09-11,CUST117,Home Office,Chennai,Tamil Nadu,Technology,Chairs,13,53.122953480611606,0.0, First Class,0.1469848291185536
ORD1518,2023-12-27,2023-12-26,CUST94,corporate,Bangalore,Tamil Nadu,Technology,Chairs,13,447.8319459142341,0.05,Same Day,0.37582576442078597
ORD1519,2023-02-24,2023-03-29,CUST99,Consumer,Chennai,Maharashtra,Technology,Phones,8,200.74053443643365,0.15,Standard,0.2635374646900273
ORD1520,2023-08-05,2023-02-21,CUST113,Consumer,Hyderabad,Telangana,Office Supplies,Chairs,7,163.5510091508754,0.1,Same Day,0.18245846411206565
ORD1521,2023-05-20,2023-02-14,CUST103,Consumer,Delhi,Maharashtra,Office Supplies,Tables,6,236.5571091513922,0.1,Standard,0.2611014474989768
ORD1522,2023-12-21,2023-04-21,CUST91,Corporate,Delhi,Tamil Nadu,Technology,Laptops,11,201.13237221633784,0.2, First Class,0.13038411478596676
ORD1523,2023-11-04,2023-02-06,CUST90,Consumer,Delhi,Delhi,Technology,Binders,12,433.15273153818146,0.0,Standard,0.37816285943572236
ORD1524,2023-11-02,2023-09-10,CUST17,Corporate,Chennai,Karnataka,Furniture,Paper,2,465.3378778469671,0.15,Standard,0.20109706749938125
ORD1525,2023-06-21,2023-01-23,CUST18,consumer,Delhi,Tamil Nadu,Furniture,Chairs,3,158.69207606030704,0.2,Express,0.2245622580179512
ORD1526,2023-06-01,2023-07-05,CUST116,Home Office,Bangalore,Delhi,Furniture,Laptops,10,433.32854565537787,0.2,Same Day,0.1484325192965851
ORD1527,2023-04-10,2023-12-30,CUST93,Home Office,Delhi,Telangana,Office Supplies,Chairs,9,392.9463334712029,0.0,Same Day,0.4458636455559567
ORD1528,2023-01-21,2023-10-25,CUST91,Home Office,Hyderabad,Tamil Nadu,Technology,Phones,13,466.0957594489333,0.15, First Class,0.29737771171309546
ORD1529,2023-11-12,2023-08-13,CUST82,Home Office,Bangalore,Delhi,Office Supplies,Chairs,9,130.41765297108503,0.0, First Class,0.3288587511145601
